"rok","odvetvi","prumerna_mzda","potravina","prumerna_cena"
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Rajská jablka červená kulatá,57.82961333333316
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Rostlinný roztíratelný tuk,69.45212000000008
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Rýže loupaná dlouhozrnná,21.28966666666666
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Šunkový salám,116.77441333333313
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Těstoviny vaječné,26.095533333333247
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Vejce slepičí čerstvá,23.494840000000025
2006,"Kulturní, zábavní a rekreační činnosti",15477.500000000000,Vepřová pečeně s kostí,105.17778666666672
2006,Ostatní činnosti,14955.000000000000,Banány žluté,27.30463999999992
2006,Ostatní činnosti,14955.000000000000,Cukr krystalový,21.72661333333339
2006,Ostatní činnosti,14955.000000000000,Eidamská cihla,110.94665333333324
2006,Ostatní činnosti,14955.000000000000,Hovězí maso zadní bez kosti,166.33739999999966
2006,Ostatní činnosti,14955.000000000000,Chléb konzumní kmínový,16.12364000000003
2006,Ostatní činnosti,14955.000000000000,Jablka konzumní,30.714546666666614
2006,Ostatní činnosti,14955.000000000000,Jogurt bílý netučný,5.829359999999983
2006,Ostatní činnosti,14955.000000000000,Kapr živý,69.3497777777778
2006,Ostatní činnosti,14955.000000000000,Konzumní brambory,12.074919999999995
2006,Ostatní činnosti,14955.000000000000,Kuřata kuchaná celá,47.473759999999835
2006,Ostatní činnosti,14955.000000000000,Máslo,104.38782666666654
2006,Ostatní činnosti,14955.000000000000,Mléko polotučné pasterované,14.43783999999997
2006,Ostatní činnosti,14955.000000000000,Mrkev,14.409266666666605
2006,Ostatní činnosti,14955.000000000000,Papriky,35.31015999999997
2006,Ostatní činnosti,14955.000000000000,Pečivo pšeničné bílé,38.596426666666936
